Component 1,Component 2,Time,Occurrences,Occurrences_mod,Alpha,Linewidth
-0.02317054412987004,-0.002506481694936497,6780.0,2,4.0,1.0,1.0
-0.023206507117288586,-0.0023563200380671144,6790.0,2,4.0,1.0,1.0
-0.023102353331395136,-0.002709983013307501,6790.0,2,4.0,1.0,1.0
-0.026670988166368,0.017139110973612492,6820.0,2,4.0,1.0,1.0
-0.02301827613979779,-0.0025648255327611353,6880.0,2,4.0,1.0,1.0
-0.02313319794628898,-0.002662200812544786,6890.0,2,4.0,1.0,1.0
-0.02314312349482958,-0.0026122833284427226,6910.0,2,4.0,1.0,1.0
-0.023115132258445217,-0.002769449575202414,6920.0,2,4.0,1.0,1.0
-0.022906484807924704,-0.003126615807145287,6930.0,2,4.0,1.0,1.0
-0.023125281062955076,-0.002795963861444037,6940.0,2,4.0,1.0,1.0
-0.023101387239413886,-0.002754051878582149,6950.0,2,4.0,1.0,1.0
-0.026641093973999205,0.017240384708742222,6950.0,2,4.0,1.0,1.0
-0.02308224050239167,-0.00262427579587163,6980.0,2,4.0,1.0,1.0
-0.02322229914370342,-0.002483754384830218,7030.0,2,4.0,1.0,1.0
-0.023090610809109537,-0.0026876440382325936,7050.0,2,4.0,1.0,1.0
-0.023422629602797708,-0.0017331489951500848,7070.0,2,4.0,1.0,1.0
-0.022993900201666882,-0.002733508526377075,7070.0,2,4.0,1.0,1.0
-0.023133159954471346,-0.0027778814474993647,7070.0,2,4.0,1.0,1.0
-0.023142999022781146,-0.0026749276746515604,7070.0,2,4.0,1.0,1.0
-0.023127890070466884,-0.002707866626785071,7090.0,2,4.0,1.0,1.0
-0.023099097363323537,-0.002631011907582417,7090.0,2,4.0,1.0,1.0
-0.023162310215868915,-0.0025289079225423766,7100.0,2,4.0,1.0,1.0
-0.02669109650748688,0.01714796865522883,7130.0,2,4.0,1.0,1.0
-0.02309992794301,-0.0030497228677867382,7170.0,2,4.0,1.0,1.0
-0.022966311076367766,-0.0029267855025029562,7180.0,2,4.0,1.0,1.0
