Time,Population,Uninfected Naive,Uninfected Immune,Infected Naive,Infected Immune,Dead
1362.0,pop,7330,2581,79,10,0
1365.0,pop,7322,2554,109,15,0
1368.0,pop,7345,2532,102,21,0
1371.0,pop,7350,2524,109,17,0
1374.0,pop,7386,2499,95,20,0
1377.0,pop,7354,2503,123,20,0
1380.0,pop,7412,2495,79,14,0
1383.0,pop,7501,2455,33,11,0
1386.0,pop,7501,2416,70,13,0
1389.0,pop,7518,2401,73,8,0
1392.0,pop,7507,2360,107,26,0
1395.0,pop,7470,2380,124,26,0
1398.0,pop,7490,2410,87,13,0
1401.0,pop,7548,2384,55,13,0
1404.0,pop,7572,2338,69,21,0
1407.0,pop,7578,2312,91,19,0
1410.0,pop,7526,2323,136,15,0
1413.0,pop,7548,2323,109,20,0
1416.0,pop,7602,2306,83,9,0
1419.0,pop,7649,2274,60,17,0
1422.0,pop,7671,2247,69,13,0
1425.0,pop,7680,2217,87,16,0
1428.0,pop,7674,2206,105,15,0
1431.0,pop,7706,2197,86,11,0
1434.0,pop,7759,2163,63,15,0
1437.0,pop,7781,2156,53,10,0
1440.0,pop,7808,2125,60,7,0
1443.0,pop,7805,2089,90,16,0
1446.0,pop,7850,2077,63,10,0
1449.0,pop,7857,2061,75,7,0
1452.0,pop,7863,2037,92,8,0
1455.0,pop,7894,2007,79,20,0
1458.0,pop,7882,2007,101,10,0
1461.0,pop,7908,1993,90,9,0
1464.0,pop,7900,1981,104,15,0
1467.0,pop,7855,2012,116,17,0
1470.0,pop,7840,2018,127,15,0
1473.0,pop,7826,2022,130,22,0
1476.0,pop,7726,2059,194,21,0
1479.0,pop,7658,2100,210,32,0
1482.0,pop,7604,2160,203,33,0
1485.0,pop,7480,2212,270,38,0
1488.0,pop,7359,2271,299,71,0
1491.0,pop,7265,2402,267,66,0
1494.0,pop,7190,2510,257,43,0
1497.0,pop,7195,2566,197,42,0
1500.0,pop,7157,2627,183,33,0
